Word	Joy	Anger	Sadness	Fear	Disgust
ethics	2.277699947	1.281200051	1.23029995	1.288900018	1.237699986
ethnic	1.853999972	1.295899987	1.293599963	1.313500047	1.288200021
etiquette	2.851099968	1.261899948	1.295600057	1.27760005	1.243299961
eucalyptus	2.631200075	1.216799974	1.242900014	1.249899983	1.202800035
eulogy	1.258900046	2.231100082	2.196399927	2.069600105	2.365700006
euphemism	1.622099996	1.30400002	1.277999997	1.295600057	1.302099943
euphoria	3.593100071	1.304399967	1.305799961	1.434499979	1.23119998
euphoric	3.955199957	1.24090004	1.290799975	1.330800056	1.178500056
euro	1.861299992	1.299900055	1.299000025	1.318799973	1.290899992
euthanasia	1.27639997	2.657500029	1.655500054	1.726099968	2.768699884
evacuate	1.326300025	2.270800114	2.236099958	2.5631001	1.94659996
evacuation	1.559700012	1.807700038	1.833699942	2.540199995	1.522699952
evade	1.603899956	2.692500114	1.709100008	2.230799913	1.860100031
evaluate	1.637699962	1.308699965	1.209900022	1.291800022	1.341899991
evaluation	1.764899969	1.919999957	1.737900019	2.497900009	1.648100019
evaporate	2.03670001	1.364099979	1.372300029	1.408300042	1.326500058
evasion	1.291599989	2.428200006	1.633299947	1.664199948	2.887700081
evasive	1.301699996	1.717499971	1.182500005	1.235999942	3.319299936
evening	3.804199934	1.176900029	1.274299979	1.234799981	1.14470005
evens	1.965399981	1.374500036	1.431599975	1.459200025	1.332700014
event	2.746500015	1.414100051	1.480599999	1.549499989	1.332599998
eventual	1.683300018	1.334400058	1.328099966	1.341300011	1.323600054
everlasting	3.336600065	1.245399952	1.306499958	1.299399972	1.208500028
everyday	1.751000047	1.250699997	1.226899981	1.252300024	1.250499964
everyman	2.021100044	1.325500011	1.347000003	1.372099996	1.299000025
evict	1.174299955	2.400000095	2.696399927	2.553200006	2.910000086
eviction	1.185600042	2.463700056	2.496500015	2.442300081	2.322000027
evidence	1.641899943	1.485700011	1.480999947	1.502200007	1.427999973
evident	1.637199998	1.308200002	1.216899991	1.292899966	1.332900047
evidentiary	1.56099999	1.709699988	1.709100008	1.817199945	1.598700047
evil	1.172899961	2.762500048	2.922199965	2.840600014	2.434499979
evolution	1.920699954	1.826500058	1.598799944	2.481400013	1.533100009
evolutionary	1.957499981	1.706400037	1.741899967	2.387000084	1.478299975
evolve	2.361099958	1.401200056	1.35619998	1.459400058	1.323600054
ex	1.175400019	2.405699968	2.676800013	2.552200079	2.900099993
exact	2.122499943	1.333600044	1.295899987	1.337499976	1.291399956
exacting	2.006299973	1.480800033	1.425400019	1.568099976	1.386000037
exaggerate	1.513299942	1.743700027	1.291700006	1.44659996	1.950000048
exaggeration	1.391199946	2.65440011	2.125099897	2.955800056	2.113100052
exam	1.59679997	1.936800003	1.86500001	2.465300083	1.844400048
examination	1.723500013	1.600999951	1.502200007	1.729799986	1.476600051
examine	2.128200054	1.330299973	1.286399961	1.332599998	1.286599994
examiner	1.496399999	1.31280005	1.015699983	1.177099943	1.982499957
example	1.569000006	1.264400005	1.073600054	1.213400006	1.559299946
excavation	1.665300012	1.631500006	1.363700032	1.589400053	1.611700058
exceed	1.682299972	2.032799959	1.163400054	1.452399969	1.926599979
excel	2.66989994	1.433400035	1.30490005	1.505499959	1.307399988
excellence	3.921099901	1.23150003	1.272899985	1.321400046	1.181300044
excellent	3.729799986	1.273200035	1.276299953	1.356899977	1.198899984
excelsior	2.791199923	1.297399998	1.329300046	1.331599951	1.266700029
exception	1.907899976	1.565899968	1.710999966	1.82099998	1.440099955
exceptional	3.678900003	1.257500052	1.296599984	1.337900043	1.19599998
excess	1.489799976	2.471299887	1.832299948	2.25880003	2.006200075
excessive	1.573400021	1.622499943	1.774000049	1.716599941	1.489500046
exchange	2.56159997	1.432199955	1.350999951	1.509199977	1.324300051
excitable	2.342299938	1.647199988	1.368399978	1.776000023	1.452200055
excite	4.175899982	1.29279995	1.336500049	1.40260005	1.206900001
excited	4.117099762	1.289499998	1.306200027	1.438599944	1.207999945
excitement	3.931799889	1.311400056	1.337499976	1.411399961	1.223099947
exciting	4.045599937	1.314700007	1.310500026	1.49909997	1.227900028
exclamation	3.394200087	1.338199973	1.351300001	1.417299986	1.261800051
exclude	1.269799948	2.422399998	2.036099911	2.018599987	2.610100031
exclusive	1.605599999	1.935299993	1.460000038	1.722900033	1.861799955
excrement	1.123999953	2.529700041	3.495100021	2.851500034	2.364000082
excruciating	1.149099946	2.685199976	3.170799971	2.881500006	2.531500101
excursion	2.596100092	1.370300055	1.314599991	1.394999981	1.29519999
excuse	1.58039999	1.449000001	1.47179997	1.408100009	1.452800035
exec	1.605100036	1.340600014	1.291700006	1.327600002	1.340899944
execute	1.355700016	2.723799944	2.066800117	2.747100115	2.101799965
execution	1.129199982	2.974999905	3.10739994	3.112299919	2.524699926
executioner	1.121899962	3.028399944	3.021300077	3.319700003	2.478499889
executive	1.679700017	1.56099999	1.487599969	1.636100054	1.449399948
executor	1.389000058	2.439100027	1.563599944	1.700299978	2.326400042
exemplary	2.208899975	1.458799958	1.284199953	1.497099996	1.343899965
exempt	1.635900021	1.559499979	1.374500036	1.533800006	1.549499989
exemption	1.956099987	1.39470005	1.347300053	1.423499942	1.334800005
exercise	2.90260005	1.518100023	1.324800014	1.644899964	1.342900038
exert	2.13560009	1.464599967	1.334200025	1.532699943	1.354300022
exhale	2.623399973	1.272300005	1.256500006	1.282500029	1.235299945
exhaust	1.416300058	1.99940002	1.924999952	1.959699988	2.003400087
exhaustion	1.206799984	2.319700003	2.126699924	2.062999964	2.952899933
exhaustive	1.455000043	2.00270009	1.82980001	2.015000105	1.957900047
exhibit	2.300899982	1.752200007	1.443400025	1.932899952	1.531200051
exhibition	2.075500011	1.649099946	1.542700052	1.906299949	1.520799994
exhilarated	3.448400021	1.372300029	1.350700021	1.567899942	1.294800043
exhilarating	3.845000029	1.341799974	1.363100052	1.495200038	1.241299987
exhumation	1.176800013	2.300600052	2.157999992	2.091300011	3.149800062
exhume	1.376999974	2.133899927	1.843099952	1.871600032	2.1875
exile	1.314700007	2.404299974	2.409199953	2.91079998	1.958500028
exist	2.57220006	1.33039999	1.296700001	1.328699946	1.273800015
existence	2.976900101	1.323500037	1.354200006	1.386000037	1.272899985
existential	2.625200033	1.371500015	1.315799952	1.398399949	1.29489994
existing	1.646700025	1.789000034	1.161800027	1.390599966	1.854699969
exit	1.65260005	1.241000056	1.15139997	1.224799991	1.312100053
exodus	1.576900005	1.59920001	1.296300054	1.479900002	1.733999968
exonerate	1.856899977	1.318500042	1.269000053	1.32159996	1.2852
exorcism	1.205600023	2.814399958	2.581899881	2.91869998	2.234999895
exorcist	1.370000005	2.304800034	2.150300026	2.921799898	1.818500042
exotic	3.913100004	1.320299983	1.346500039	1.48239994	1.222300053
expand	1.726500034	1.272899985	1.256999969	1.27699995	1.273499966
expansion	2.926100016	1.421200037	1.442299962	1.541000009	1.331200004
expect	2.482599974	1.42750001	1.49119997	1.565400004	1.348700047
expectancy	3.084199905	1.306399941	1.337299943	1.366099954	1.256199956
expectation	2.755300045	1.354300022	1.37349999	1.424299955	1.297999978
expedient	1.8125	1.39230001	1.159199953	1.362800002	1.473700047
expedite	2.784399986	1.425999999	1.353899956	1.50940001	1.314200044
expedition	3.218400002	1.290500045	1.319800019	1.352300048	1.238999963
expel	1.326099992	2.188299894	2.085000038	2.036000013	2.220099926
expendable	1.366999984	2.347800016	2.101900101	2.679899931	2.19810009
expense	1.354200006	2.309299946	2.039499998	2.216399908	2.251899958
expensive	1.30369997	3.111900091	1.486500025	1.692700028	2.34980011
experience	3.325700045	1.225299954	1.253200054	1.262899995	1.190500021
experiment	2.711999893	1.40320003	1.363299966	1.490700006	1.312700033
experimental	2.015899897	1.69749999	1.720999956	2.277400017	1.500200033
experimentation	2.485899925	1.510100007	1.476600051	1.709699988	1.411999941
expert	3.233299971	1.277500033	1.263000011	1.304399967	1.210999966
expertise	2.666800022	1.768700004	1.41900003	1.980100036	1.51970005
expiration	1.263900042	2.268699884	2.298199892	2.16050005	2.183599949
expire	1.193400025	2.237200022	2.553999901	2.160399914	2.290400028
explain	1.824100018	1.335100055	1.253800035	1.333299994	1.282600045
explanation	3.102400064	1.269199967	1.282699943	1.292500019	1.226400018
explicit	1.72510004	1.792299986	1.834400058	2.424200058	1.616600037
explode	1.547700047	1.80400002	1.837000012	2.586199999	1.458899975
exploit	1.282999992	2.560600042	2.187599897	2.756799936	2.293400049
exploitation	1.165500045	3.085200071	2.391700029	2.584000111	2.641599894
exploration	3.358799934	1.330299973	1.365800023	1.401499987	1.266899943
exploratory	2.712199926	1.360499978	1.326599956	1.391000032	1.290099978
explore	3.553900003	1.213799953	1.26730001	1.25880003	1.182299972
explorer	2.538199902	1.561200023	1.355200052	1.685600042	1.396299958
explosion	1.295600057	2.452399969	2.432899952	3.090300083	1.999799967
explosive	1.399700046	2.070899963	1.937000036	3.003499985	1.542500019
expo	2.973999977	1.327800035	1.357300043	1.391299963	1.27579999
export	1.583299994	1.318699956	1.279700041	1.294199944	1.346400023
expose	1.563799977	2.07949996	1.86650002	2.748100042	1.873900056
exposition	2.054699898	1.411900043	1.354799986	1.458299994	1.340199947
exposure	1.65260005	2.228699923	1.861500025	2.406899929	1.937999964
express	2.132999897	1.460999966	1.27639997	1.493199944	1.356899977
expression	2.611900091	1.348700047	1.257099986	1.352699995	1.254299998
expressive	2.655999899	1.565799952	1.28670001	1.650699973	1.378999949
expressway	1.586099982	1.60800004	1.586500049	1.646999955	1.51639998
expulsion	1.164899945	2.432300091	2.921900034	2.681999922	2.750799894
exquisite	3.812000036	1.203500032	1.269199967	1.27670002	1.164499998
extend	2.327800035	1.269400001	1.256399989	1.27760005	1.24909997
extension	1.626899958	1.359599948	1.218999982	1.338600039	1.436200023
extensive	1.90320003	1.592300057	1.396000028	1.686200023	1.456900001
extent	2.207400084	1.296200037	1.315999985	1.319499969	1.281900048
exterior	1.869400024	1.26030004	1.240200043	1.264500022	1.256800056
exterminate	1.175799966	2.946899891	2.501300097	2.966099977	2.238399982
extermination	1.327900052	2.690599918	1.966500044	2.3276999	2.339900017
exterminator	1.211099982	2.538000107	2.048300028	2.048899889	2.943399906
external	1.709100008	1.2579	1.241400003	1.261000037	1.25940001
extinct	1.183899999	2.475300074	2.80279994	2.544300079	2.276799917
extinction	1.275200009	2.393899918	2.481300116	2.573899984	2.047899961
extinguish	1.643100023	1.855100036	1.477300048	1.824499965	1.784800053
extinguisher	1.59679997	1.502099991	1.21510005	1.401299953	1.682000041
extort	1.221899986	2.365600109	2.409199953	2.315399885	2.226300001
extortion	1.144500017	2.552200079	3.481899977	2.799299955	2.169699907
extra	2.98149991	1.189299941	1.228800058	1.239500046	1.164999962
extract	1.639999986	1.279500008	1.226500034	1.269500017	1.282999992
extraction	1.358999968	2.567199945	1.555500031	1.705000043	2.428200006
extracurricular	2.608400106	1.351400018	1.263200045	1.358100057	1.259799957
extradition	1.384299994	1.772699952	2.100699902	1.698300004	1.843799949
extraordinaire	3.344099998	1.358899951	1.337700009	1.515200019	1.280699968
extraordinary	3.804899931	1.205600023	1.274299979	1.253900051	1.174200058
extraterrestrial	1.944399953	1.706900001	1.677800059	2.455800056	1.45630002
extravagance	2.249300003	1.605000019	1.442199945	1.829399943	1.452000022
extravagant	2.928999901	1.386999965	1.388000011	1.468500018	1.310500026
extravaganza	3.452399969	1.347900033	1.367599964	1.428200006	1.269799948
extreme	2.235399961	1.726199985	1.539399981	2.032399893	1.531700015
extremity	1.630499959	1.770200014	1.38530004	1.648100019	1.764000058
eye	3.026000023	1.266100049	1.304100037	1.291800022	1.240300059
eyeball	2.396399975	1.307299972	1.327499986	1.33070004	1.285099983
eyebrow	1.658300042	1.264500022	1.24940002	1.264199972	1.267500043
eyeful	1.871700048	1.784100056	1.562700033	1.985499978	1.598799944
eyeglasses	1.624300003	1.285899997	1.257699966	1.278100014	1.286499977
eyelash	1.819100022	1.234899998	1.23029995	1.256899953	1.233899951
eyeliner	3.281100035	1.228399992	1.282999992	1.274500012	1.198099971
eyes	3.287499905	1.198099971	1.248299956	1.246199965	1.168200016
eyesight	2.532900095	1.234400034	1.234599948	1.254199982	1.218000054
eyewitness	1.564700007	1.813500047	1.401600003	1.593600035	1.846600056
fable	2.438899994	1.350000024	1.309000015	1.351500034	1.290199995
fabled	2.352200031	1.430199981	1.503700018	1.572000027	1.354699969
fabric	2.173099995	1.185099959	1.183300018	1.228000045	1.174100041
fabrication	1.425300002	1.644299984	0.984099984	1.181800008	2.691299915
fabulous	3.918800116	1.223999977	1.272699952	1.304299951	1.175199986
facade	1.587200046	1.413900018	1.417899966	1.379500031	1.404600024
face	3.074300051	1.344499946	1.329399943	1.404399991	1.267099977
faceless	1.149199963	2.238600016	2.407999992	2.118499994	2.958300114
facial	2.944099903	1.372400045	1.327299953	1.425400019	1.282699943
facilitate	1.533900023	1.268399954	1.038900018	1.201300025	1.697700024
facility	1.907699943	1.371299982	1.352800012	1.392699957	1.330199957
fact	2.74119997	1.215499997	1.237599969	1.246000051	1.198699951
faction	1.76820004	1.515100002	1.546000004	1.611999989	1.427800059
factor	1.662299991	1.382200003	1.377599955	1.38530004	1.361899972
factory	1.601899981	1.297299981	1.287299991	1.283599973	1.3046
factual	1.878900051	1.235000014	1.181200027	1.243999958	1.215499997
faculty	2.161299944	1.526299953	1.550600052	1.692800045	1.418499947
fad	1.597599983	1.479900002	1.484599948	1.462499976	1.44749999
fade	1.576099992	1.402199984	1.430799961	1.362499952	1.429200053
fag	1.136100054	2.773499966	3.327399969	2.918400049	2.399499893
faggot	1.172000051	2.753999949	2.940299988	2.847199917	2.463799953
fail	1.170400023	2.83739996	2.467600107	2.364000082	2.863699913
failure	1.199300051	2.706099987	2.140700102	1.985100031	3.054399967
faint	1.513299942	1.706500053	2.188199997	1.957100034	1.370599985
fair	3.810199976	1.184999943	1.271299958	1.235900044	1.152799964
fairness	3.790600061	1.20389998	1.270200014	1.276299953	1.165099978
fairway	1.58039999	1.294499993	1.23360002	1.26730001	1.361199975
fairy	3.24119997	1.351600051	1.314200044	1.447900057	1.256199956
faith	3.326200008	1.212900043	1.271100044	1.259899974	1.183099985
faithful	4.058300018	1.20510006	1.287899971	1.255300045	1.175300002
faithless	1.308699965	2.105400085	1.861400008	1.776900053	2.592600107
fake	1.194100022	2.597599983	2.466799974	2.358500004	2.841500044
faker	1.203999996	2.209300041	1.901900053	1.803900003	3.238800049
falafel	2.179699898	1.309800029	1.331400037	1.344499946	1.288800001
falcon	2.02850008	1.588999987	1.50030005	1.782299995	1.46510005
fall	1.472100019	1.837700009	2.009900093	2.034399986	1.768399954
fallacy	1.486199975	1.766299963	2.006299973	1.913900018	1.609300017
fallback	1.626399994	1.391000032	1.371500015	1.383299947	1.368199944
fallopian	1.554200053	1.363999963	1.317499995	1.317100048	1.504999995
fallout	1.185500026	2.477999926	2.692500114	2.504899979	2.273900032
fallow	1.519099951	1.397199988	1.372900009	1.326099992	1.615300059
FALSE	1.226799965	2.578399897	2.035700083	2.068399906	2.871999979
fame	2.026499987	1.445500016	1.299499989	1.475499988	1.337499976
famed	1.952999949	1.36500001	1.372900009	1.406599998	1.32949996
familiar	1.943400025	1.202200055	1.16929996	1.224599957	1.193699956
familiarity	2.911299944	1.184999943	1.212499976	1.236899972	1.165400028
family	3.690299988	1.21389997	1.280900002	1.283100009	1.172899961
famine	1.264099956	2.434099913	2.600899935	3.168900013	1.983700037
famished	1.625800014	2.040999889	1.736500025	2.776400089	1.666300058
famous	2.644299984	1.340999961	1.346400023	1.37530005	1.290300012
fan	3.518899918	1.205000043	1.265499949	1.252599955	1.173599958
fanatic	1.717100024	1.935299993	1.690500021	2.6098001	1.619199991
fanatical	1.446099997	2.173500061	2.016799927	2.776799917	1.822000027
fanciful	3.459399939	1.300199986	1.281000018	1.367499948	1.215199947
fancy	3.636899948	1.306399941	1.280599952	1.420799971	1.215299964
fanfare	1.978000045	1.603000045	1.371500015	1.699699998	1.481400013
fang	1.570299983	1.437399983	1.277899981	1.393399954	1.593299985
fantasize	3.417200089	1.309200048	1.288900018	1.394400001	1.224499941
fantastic	4.306499958	1.27820003	1.317800045	1.389199972	1.193500042
fantasy	3.588500023	1.358700037	1.357200027	1.483299971	1.268900037
faraway	1.574399948	1.376600027	1.381100059	1.341300011	1.388200045
farce	1.544499993	1.694700003	2.095400095	2.01699996	1.386899948
fare	1.646199942	1.370100021	1.50940001	1.327999949	1.215999961
farewell	1.292400002	2.148200035	1.82159996	1.750100017	2.77940011
farm	2.546600103	1.203600049	1.21449995	1.238999963	1.189299941
farmer	2.750200033	1.251899958	1.262300014	1.266800046	1.227800012
farmhouse	2.652499914	1.271800041	1.311800003	1.312600017	1.247499943
farming	1.778800011	1.257500052	1.236999989	1.26030004	1.256899953
farmland	3.411099911	1.194100022	1.256600022	1.244699955	1.162799954
fart	1.552800059	1.819700003	1.874500036	2.330899954	1.710700035
fascinate	3.488199949	1.368299961	1.362200022	1.498299956	1.280599952
fascinating	3.738600016	1.261700034	1.305099964	1.343000054	1.198400021
fascination	3.678900003	1.268300056	1.311200023	1.346500039	1.205899954
fascism	1.178500056	2.695600033	3.018599987	2.735800028	2.325200081
fascist	1.184599996	2.429399967	2.256200075	2.281899929	2.583600044
fashion	1.858800054	1.896100044	1.564700007	2.066800117	1.672700047
fashionable	3.789000034	1.197100043	1.281499982	1.264400005	1.160099983
fastball	2.194499969	1.691699982	1.589699984	2.111900091	1.54460001
fasten	1.892199993	1.318699956	1.189700007	1.314399958	1.291700006
fat	1.167999983	2.193200111	2.368999958	2.021100044	2.88409996
fatal	1.099099994	3.070300102	3.190999985	3.478199959	2.567100048
fatality	1.155699968	2.995599985	2.73239994	3.009399891	2.325299978
fate	1.923799992	1.779299974	1.532199979	1.970800042	1.586199999
fated	1.494099975	1.712700009	2.107300043	2.36590004	1.377500057
fateful	1.707499981	1.639099956	1.581699967	1.793599963	1.519500017
fathead	1.258299947	2.448699951	2.119800091	2.299900055	2.364099979
father	3.572000027	1.211300015	1.290099978	1.268599987	1.176499963
fatherhood	3.386899948	1.280599952	1.323799968	1.345999956	1.228600025
fatherland	1.631500006	1.310799956	1.27670002	1.303599954	1.301100016
fatherly	2.963999987	1.218199968	1.238100052	1.249300003	1.195500016
fathom	1.841400027	1.6796	1.764099956	2.094399929	1.524299979
fatigue	1.391000032	1.746700048	2.253299952	1.675300002	1.647500038
fatigued	1.217100024	2.144900084	1.886000037	1.754099965	3.151400089
fatso	1.159600019	2.589900017	2.733400106	2.702100039	2.761399984
fatten	1.441200018	1.536200047	1.545699954	1.421499968	1.959200025
fatty	1.131999969	2.126199961	2.890599966	2.172399998	2.350800037
faucet	1.831200004	1.277899981	1.228800058	1.276900053	1.256100059
fault	1.281299949	2.166100025	2.283400059	2.06069994	2.146399975
faulty	1.266100049	2.328999996	2.094799995	2.05369997	2.56069994
faun	1.690700054	1.421200037	1.345999956	1.41989994	1.352599978
fauna	2.433799982	1.222800016	1.229900002	1.246600032	1.212700009
faux	1.531499982	1.520799994	1.580500007	1.476699948	1.610700011
favor	3.266799927	1.302600026	1.299200058	1.361199975	1.23119998
favorable	3.36529994	1.301800013	1.275599957	1.35529995	1.217599988
favorite	3.734400034	1.228700042	1.27489996	1.274000049	1.184700012
favoritism	1.716400027	1.842100024	1.722900033	2.169199944	1.713099957
fawn	3.002000093	1.26730001	1.30309999	1.289399981	1.241700053
fax	1.664999962	1.276900053	1.251999974	1.273900032	1.277099967
faze	1.611700058	1.378399968	1.319100022	1.369199991	1.379999995
fear	1.236700058	2.565900087	2.637300014	3.120599985	2.118299961
fearful	1.165500045	2.824500084	2.908600092	2.882100105	2.379300117
fearless	2.093199968	1.328699946	1.227599978	1.325899959	1.254600048
fearsome	1.217599988	2.67930007	2.479000092	2.79460001	2.207799911
feasible	2.229199886	1.342000008	1.243999958	1.338099957	1.261999965
feast	3.878400087	1.254400015	1.306300044	1.339300036	1.190899968
feat	2.646199942	1.323300004	1.287999988	1.322700024	1.264099956
feather	2.884299994	1.21329999	1.242300034	1.246299982	1.192700028
feathered	3.01699996	1.219699979	1.257300019	1.252200007	1.196699977
feature	2.003599882	1.319000006	1.253399968	1.317299962	1.271800041
fecal	1.191200018	2.380800009	2.38560009	2.232800007	3.061000109
feces	1.207800031	2.327500105	1.929299951	1.810099959	3.316299915
federal	1.344099998	2.130199909	2.315000057	2.257699966	1.796599984
federation	1.569900036	1.355999947	1.326900005	1.320199966	1.423300028
fee	1.186100006	2.24180007	2.128000021	1.994300008	3.104000092
feeble	1.483399987	1.728600025	2.254300117	1.951099992	1.368700027
feed	3.407200098	1.289700031	1.274700046	1.338799953	1.211400032
feedback	2.684999943	1.340800047	1.336300015	1.36559999	1.286900043
feeder	1.780400038	1.487100005	1.435099959	1.552000046	1.399999976
feel	3.11680007	1.272500038	1.31340003	1.320799947	1.235700011
feeling	3.122600079	1.256399989	1.263299942	1.280200005	1.211400032
feign	1.544100046	1.429200053	1.410699964	1.372599959	1.595800042
feisty	2.310100079	1.746199965	1.506500006	2.038700104	1.523800015
feline	3.573199987	1.194800019	1.263599992	1.247599959	1.163300037
feller	1.625200033	1.363100052	1.378600001	1.351699948	1.335100055
fellow	2.688699961	1.200299978	1.220199943	1.23969996	1.183500051
fellowship	2.892299891	1.186699986	1.218600035	1.236799955	1.164899945
felon	1.152699947	2.59649992	3.219599962	2.807399988	2.447799921
felony	1.194200039	2.516299963	2.549200058	2.380700111	2.903599977
female	3.826400042	1.302899957	1.326200008	1.397300005	1.220000029
feminine	3.778399944	1.207599998	1.288599968	1.267500043	1.173300028
femininity	3.000499964	1.344300032	1.333299994	1.39380002	1.272500038
feminist	1.493299961	1.524399996	1.414999962	1.439499974	1.840000033
femme	2.829299927	1.3477	1.388100028	1.428200006	1.293799996
femoral	1.547700047	1.751299977	1.697999954	1.847200036	1.655400038
femur	1.521299958	1.369400024	1.384500027	1.303200006	1.475700021
fence	1.603999972	1.274799943	1.264199972	1.264700055	1.284600019
fencing	1.667700052	1.333500028	1.26730001	1.327900052	1.297799945
fend	1.651200056	1.638299942	1.307600021	1.541800022	1.673599958
fender	1.650099993	1.296800017	1.283499956	1.297000051	1.296800017
fennel	1.723700047	1.289899945	1.230999947	1.284100056	1.265699983
fern	3.3276999	1.212000012	1.287799954	1.265499949	1.182700038
ferocious	1.32009995	2.448699951	2.343899965	3.102699995	1.96329999
ferret	1.701400042	1.587900043	1.665400028	1.735900044	1.478700042
ferry	2.927599907	1.185099959	1.226699948	1.239199996	1.161999941
ferryboat	2.636499882	1.32190001	1.343000054	1.360100031	1.284500003
fertile	3.640799999	1.325899959	1.427700043	1.452499986	1.24940002
fertility	2.398699999	1.440500021	1.550500035	1.613499999	1.356299996
fertilize	1.903599977	1.358199954	1.242200017	1.35619998	1.298200011
fertilizer	1.519500017	1.328999996	1.224099994	1.254600048	1.5977
fess	1.352699995	1.605200052	1.28489995	1.309499979	2.78640008
fest	3.245500088	1.327600002	1.363399982	1.395499945	1.269099951
festival	3.413100004	1.385100007	1.414299965	1.486299992	1.295300007
festive	3.532099962	1.316599965	1.317299962	1.43840003	1.241400003
fetal	1.382699966	2.114799976	2.019900084	2.079999924	2.104599953
fetch	1.801699996	1.368700027	1.307199955	1.372099996	1.315999985
fetish	1.735399961	1.687399983	1.61500001	1.89349997	1.568099976
fetus	1.616700053	1.641700029	1.618199944	1.737200022	1.52760005
feud	1.379999995	2.377199888	2.073999882	2.624000072	2.217700005
fever	1.1954	2.683700085	2.745699883	2.67689991	2.289400101
feverish	1.165799975	2.782200098	2.589400053	2.78399992	2.305000067
fiancee	3.590199947	1.276100039	1.312000036	1.353299975	1.213000059
fiasco	1.491600037	1.874600053	1.892699957	2.537400007	1.533699989
fib	1.186800003	2.771300077	2.318500042	2.572900057	2.718199968
fiber	1.85619998	1.288100004	1.277999997	1.299399972	1.281999946
fiberglass	1.483999968	1.476899981	1.662799954	1.364899993	1.537799954
fibrosis	1.294800043	2.083800077	1.596600056	1.556800008	3.026499987
fickle	1.727699995	1.822199941	1.815199971	2.375	1.689900041
fiction	3.059200048	1.372400045	1.305500031	1.438799977	1.26730001
fictional	2.538599968	1.255599976	1.266100049	1.267199993	1.24119997
fictitious	2.440700054	1.399799943	1.480700016	1.533900023	1.333299994
fiddle	1.711799979	1.445700049	1.42019999	1.464400053	1.386100054
fiddler	2.095799923	1.317800045	1.273900032	1.318799973	1.279099941
fidelity	3.273000002	1.240700006	1.25940001	1.273599982	1.198600054
field	2.345000029	1.310700059	1.294199944	1.31400001	1.276900053
field hockey	1.59800005	1.325999975	1.299999952	1.311499953	1.322700024
fielder	1.618700027	1.501799941	1.392099977	1.483500004	1.495100021
fiend	1.368000031	2.322700024	2.085999966	2.694099903	2.180399895
fiendish	1.447999954	2.028899908	1.951099992	2.330499887	2.013200045
fierce	1.406999946	2.886399984	1.727699995	2.045200109	2.117599964
fiery	2.200999975	1.718400002	1.484099984	1.962299943	1.529600024
fiesta	3.135200024	1.411599994	1.4296	1.576300025	1.315500021
fifteen	1.666599989	1.376999974	1.369300008	1.379299998	1.357300043
fifty	1.568600059	1.285599947	1.189299941	1.248800039	1.445700049
fig	1.738600016	1.375399947	1.274999976	1.37409997	1.317399979
fight	1.237400055	2.945100069	2.331799984	3.093800068	2.112999916
fighter	1.877200007	1.73210001	1.281900048	1.647199988	1.634899974
figment	1.695899963	1.555899978	1.476199985	1.637699962	1.443600059
figure	1.644000053	1.333299994	1.299499989	1.327800035	1.316200018
file	2.02670002	1.293900013	1.310199976	1.325000048	1.279199958
filet	3.083899975	1.221500039	1.276000023	1.263000011	1.197000027
fill	1.763599992	1.261100054	1.200999975	1.258100033	1.239799976
filler	1.60529995	1.341699958	1.23969996	1.319499969	1.408499956
fillet	3.364599943	1.296499968	1.341300011	1.361500025	1.243999958
filly	1.676900029	1.326300025	1.369799972	1.319700003	1.2773
film	3.046099901	1.286399961	1.286800027	1.305099964	1.235299945
filmmaker	1.966199994	1.337100029	1.288400054	1.341899991	1.294399977
filter	1.918200016	1.291100025	1.269600034	1.296399951	1.277199984
filth	1.17719996	2.234400034	2.156899929	1.982800007	3.135799885
filthy	1.247099996	2.354899883	2.08310008	2.035000086	2.726200104
filtration	2.171799898	1.368800044	1.312999964	1.386399984	1.307500005
fin	1.888900042	1.470499992	1.373100042	1.538100004	1.375699997
final	1.611899972	1.744300008	1.875399947	2.20720005	1.583099961
finale	1.793300033	1.414999962	1.329399943	1.427299976	1.339699984
finalist	2.933399916	1.218899965	1.253999949	1.251399994	1.197600007
finality	1.531399965	1.768300056	1.694100022	1.826300025	1.684200048
finalize	2.183099985	1.514099956	1.378299952	1.636999965	1.390200019
finance	1.748100042	1.883000016	1.77699995	2.442100048	1.679499984
financial	1.710100055	1.655599952	1.58829999	1.82280004	1.534100056
finch	1.591899991	1.378600001	1.373000026	1.352399945	1.370800018
find	3.07949996	1.219599962	1.251700044	1.251399994	1.194900036
finder	2.497200012	1.3829	1.331200004	1.422099948	1.306800008
fine	3.290800095	1.232300043	1.279899955	1.274700046	1.201799989
finesse	2.346699953	1.300400019	1.241700053	1.30490005	1.246399999
finger	2.540100098	1.343999982	1.347800016	1.376700044	1.295400023
fingernail	2.243900061	1.285400033	1.31099999	1.318799973	1.268900037
fingerprint	1.795799971	1.307299972	1.312899947	1.331099987	1.297000051
finish	3.009500027	1.256899953	1.260100007	1.27760005	1.21510005
finite	2.274600029	1.409100056	1.446699977	1.511199951	1.346500039
fir	1.595499992	1.280799985	1.259500027	1.268300056	1.285899997
fire	1.605000019	2.097800016	1.864799976	2.753099918	1.837599993
firearm	1.450999975	1.832999945	1.059299946	1.275200009	2.606100082
fireball	1.34739995	2.50999999	2.174400091	2.919800043	1.999300003
